label,content,source,author,time
F,A video from Italian TV predicted the virus in 2015,https://www.poynter.org/?ifcn_misinformation=a-video-from-italian-tv-predicted-the-virus-in-2015,Newtral.es,
F,Pope Francis asked believers to put a white handkerchief on their doorstep for the plague to go away,https://www.poynter.org/?ifcn_misinformation=pope-francis-asked-believers-to-put-a-white-handkerchief-on-their-doorstep-for-the-plague-to-go-away,Maldita.es,
F,The king of Spain can supposedly dissolve the congress and appoint an emergency government during the state of alarm,https://www.poynter.org/?ifcn_misinformation=the-king-of-spain-can-supposedly-dissolve-the-congress-and-appoint-an-emergency-government-during-the-state-of-alarm,Maldita.es,
F,Multiple posts shared hundreds of times on Facebook and Twitter in March 2020 claim a new vaccine and a new drug have been developed to prevent and treat the novel coronavirus. The posts claim the developments were made by scientists in Japan and the Philippines respectively,https://www.poynter.org/?ifcn_misinformation=multiple-posts-shared-hundreds-of-times-on-facebook-and-twitter-in-march-2020-claim-a-new-vaccine-and-a-new-drug-have-been-developed-to-prevent-and-treat-the-novel-coronavirus-the-posts-claim-the-dev,AFP,
F,“The Kaaba opened again” or “the Hajj was not stopped”,https://www.poynter.org/?ifcn_misinformation=the-kaaba-opened-again-or-the-hajj-was-not-stopped,Factcheck.kz,
F,"Official news: in Naples people have used Tocilizumab, a drug that will cure Covid-19",https://www.poynter.org/?ifcn_misinformation=official-news-in-naples-people-have-used-tocilizumab-a-drug-that-will-cure-covid-19,Pagella Politica,
F,"A video has been viewed tens of thousands of times in multiple Facebook, Instagram and YouTube posts which claim it shows people in China toppling a 5G tower because of fears that they cause the novel coronavirus",https://www.poynter.org/?ifcn_misinformation=a-video-has-been-viewed-tens-of-thousands-of-times-in-multiple-facebook-instagram-and-youtube-posts-which-claim-it-shows-people-in-china-toppling-a-5g-tower-because-of-fears-that-they-cause-the-novel,AFP,
F,Mostly WHO advisory asks people not to consume bakery items as they get contaminated by coronavirus easily,https://www.poynter.org/?ifcn_misinformation=who-advisory-asks-people-not-to-consume-bakery-items-as-they-get-contaminated-by-coronavirus-easily,India Today,
F,"Several photos of coffins, allegedly, with victims of the coronavirus for which the police are being investigated",https://www.poynter.org/?ifcn_misinformation=several-photos-of-coffins-allegedly-with-victims-of-the-coronavirus-for-which-the-police-are-being-investigated,Maldita.es,
F,Inhalation of hot steam can kill Novel Coronavirus,https://www.poynter.org/?ifcn_misinformation=inhalation-of-steam-from-hot-water-kills-covid19,FactCrescendo,
F,A video of an alleged seer who predicted the coronavirus in December 2019,https://www.poynter.org/?ifcn_misinformation=a-video-of-an-alleged-seer-who-predicted-the-coronavirus-in-december-2019,Maldita.es,
F,A video post related to corona virus is circulating in social media saying China distributing Quran,https://www.poynter.org/?ifcn_misinformation=a-video-post-related-to-corona-virus-is-circulating-in-social-media-saying-china-distributing-quran,FactCrescendo,
F,The french doctor Jean-Roger Hospital sent an e-mail which claim that you can protect yourself against COVID-19 by drinking water very 15 minutes,https://www.poynter.org/?ifcn_misinformation=the-french-doctor-jean-roger-hospital-sent-an-e-mail-which-claim-that-you-can-protect-yourself-against-covid-19-by-drinking-water-very-15-minutes,Les Décodeurs,
F,"When you complete a registration for a 5000 Baht support fund, it will show you a green sign, not a blue sign",https://www.poynter.org/?ifcn_misinformation=when-you-complete-a-registration-for-a-5000-baht-support-fund-it-will-show-you-a-green-sign-not-a-blue-sign,Sure And Share Center MCOT,
F,partly Website offers a rapid test for COVID19 to check yourself in seconds,https://www.poynter.org/?ifcn_misinformation=website-offers-a-rapid-test-for-covid19-to-check-yourself-in-seconds,Fatabyyano,
F,mostly Inhaling the steam of sea salt and orange peelings can prevent coronavirus infection,https://www.poynter.org/?ifcn_misinformation=inhaling-the-steam-of-sea-salt-and-orange-peelings-can-prevent-coronavirus-infection,India Today,
F,The current Coronavirus outbreak is due to the movement towards 5G,https://www.poynter.org/?ifcn_misinformation=the-current-coronavirus-outbreak-is-due-to-the-movement-towards-5g,BOOM FactCheck,
F,Boiled sumac cures COVID-19,https://www.poynter.org/?ifcn_misinformation=boiled-sumac-cures-covid-19,Teyit,
F,"Pakistan’s Dr. Usama Riaz, who contracted coronavirus while treating patients had left a before he died",https://www.poynter.org/?ifcn_misinformation=pakistans-dr-usama-riaz-who-contracted-coronavirus-while-treating-patients-had-left-a-before-he-died,Newschecker,
F,The viral text message claims that the chemical substances (methylxanthines) required to cure COVID-19 can be found in tea. Dr. Li Wenliang had found this cure while researching about coronavirus before his death,https://www.poynter.org/?ifcn_misinformation=the-viral-text-message-claims-that-the-chemical-substances-methylxanthines-required-to-cure-covid-19-can-be-found-in-tea-dr-li-wenliang-had-found-this-cure-while-researching-about-coronavirus-befo,FactCrescendo,
F,Huawei stopped donating masks to Europe,https://www.poynter.org/?ifcn_misinformation=huawei-stopped-donating-masks-to-europe,Maldita.es,
F,A comparison of the evolution of the coronavirus in Argentina and Chile,https://www.poynter.org/?ifcn_misinformation=a-comparison-of-the-evolution-of-the-coronavirus-in-argentina-and-chile,Chequeado,
F,Audio clips from a doctor that works for Argentina´s most important lab testing for coronavirus,https://www.poynter.org/?ifcn_misinformation=audio-clips-from-a-doctor-that-works-for-argentinas-most-important-lab-testing-for-coronavirus,Chequeado,
F,"The co-founder of the Union, Progress and Democracy (UPyD) party, Rosa Díe allegedly tweeted that she says “it is time for the Army to take over …” to handle the emergency",https://www.poynter.org/?ifcn_misinformation=the-co-founder-of-the-union-progress-and-democracy-upyd-party-rosa-die-allegedly-tweeted-that-she-says-it-is-time-for-the-army-to-take-over-to-handle-the-emergency,Maldita.es,
F,"A viral video post claiming that Myanmar people have resistance to coronavirus as they eat fishpaste and vegetables. The video narration he says that Myanmar people eat rice, fishpaste and vegetables- thus we don’t need to worry about coronavirus infections as our immune system is stronger than people from the west",https://www.poynter.org/?ifcn_misinformation=a-viral-video-post-claiming-that-myanmar-people-have-resistance-to-coronavirus-as-they-eat-fishpaste-and-vegetables-the-video-narration-he-says-that-myanmar-people-eat-rice-fishpaste-and-vegetables,FactCrescendo,
F,CDC recommends people to shave their facial hair to prevent coronavirus,https://www.poynter.org/?ifcn_misinformation=cdc-recommends-people-to-shave-their-facial-hair-to-prevent-coronavirus,India Today,
F,COVID-19 affects mainly people with type A blood (group II),https://www.poynter.org/?ifcn_misinformation=covid-19-affects-mainly-people-with-type-a-blood-group-ii,Factcheck.kz,
F,“These are the coffins of people that have died from Covid-19. Would you now stay at home you idiots?”,https://www.poynter.org/?ifcn_misinformation=these-are-the-coffins-of-people-that-have-died-from-covid-19-would-you-now-stay-at-home-you-idiots,Pagella Politica,
F,Official statement of the Serbian Governement claiming that experts recommended to ban pet walks,https://www.poynter.org/?ifcn_misinformation=official-statement-of-the-serbian-governement-claiming-that-experts-recommended-to-ban-pet-walks,Istinomer,
F,The coronavirus stays for 8 hours spreading in the air,https://www.poynter.org/?ifcn_misinformation=the-coronavirus-stays-for-8-hours-spreading-in-the-air,Maldita.es,
F,The Argentinian vicepresident flew to her home state and violeted the quarantine,https://www.poynter.org/?ifcn_misinformation=the-argentinian-vicepresident-flew-to-her-home-state-and-violeted-the-quarantine,Chequeado,
F,"A recipe involving a full lemon and ground cloves has cured a woman’s COVID19 symptoms. She isn’t sure she and her maid actually had COVID19, but she still encourage people who think they have it to take this recipe",https://www.poynter.org/?ifcn_misinformation=a-recipe-involving-a-full-lemon-and-ground-cloves-has-cured-a-womans-covid19-symptoms-she-isnt-sure-she-and-her-maid-actually-had-covid19-but-she-still-encourage-people-who-think-they-have-it-to-t,Fatabyyano,
F,59 people from Kenya die after drinking Detol when Prophet Rufus Phala of AK Spiritual Christian Church told them to do so to prevent COVID19 infection,https://www.poynter.org/?ifcn_misinformation=59-people-from-kenya-die-after-drinking-detol-when-prophet-rufus-phala-of-ak-spiritual-christian-church-told-them-to-do-so-to-prevent-covid19-infection,Fatabyyano,
F,According to an university by the University of Turin: taking more vitamin D to reduce the risk of infection by the coronavirus,https://www.poynter.org/?ifcn_misinformation=according-to-an-university-by-the-university-of-turin-taking-more-vitamin-d-to-reduce-the-risk-of-infection-by-the-coronavirus,Open,
F,A post has been shared repeatedly in multiple posts on Facebook which claim that Singapore has started enforcing spot fines for people who flout certain social distancing regulations during the novel coronavirus pandemic,https://www.poynter.org/?ifcn_misinformation=a-post-has-been-shared-repeatedly-in-multiple-posts-on-facebook-which-claim-that-singapore-has-started-enforcing-spot-fines-for-people-who-flout-certain-social-distancing-regulations-during-the-novel,AFP,
F,An article shared hundreds of times on Facebook claims that the Ethiopian government has approved a traditional medicine treatment for COVID-19 after successful clinical trials on animals and humans,https://www.poynter.org/?ifcn_misinformation=an-article-shared-hundreds-of-times-on-facebook-claims-that-the-ethiopian-government-has-approved-a-traditional-medicine-treatment-for-covid-19-after-successful-clinical-trials-on-animals-and-humans,AFP,
F,Posts on social media claim that a “Spanish biological researcher” called on international soccer stars Cristiano Ronaldo and Lionel Messi to find a cure for COVID-19 since they earn much more money than scientists,https://www.poynter.org/?ifcn_misinformation=posts-on-social-media-claim-that-a-spanish-biological-researcher-called-on-international-soccer-stars-cristiano-ronaldo-and-lionel-messi-to-find-a-cure-for-covid-19-since-they-earn-m,AFP,
F,Italian President Mattarella: “Italy will declare a life-long quarantine”,https://www.poynter.org/?ifcn_misinformation=italian-president-mattarella-italy-will-declare-a-life-long-quarantine,Factcheck.kz,
F,"Drinking mix of baking soda and lemon as a hot tea cures Covid-19. Claims this “cure” has meant that there have been cases of Covid-19 in Israel, where the drink is popular",https://www.poynter.org/?ifcn_misinformation=drinking-mix-of-baking-soda-and-lemon-as-a-hot-tea-cures-covid-19-claims-this-cure-has-meant-that-there-have-been-cases-of-covid-19-in-israel-where-the-drink-is-popular,AfricaCheck,
F,Photo of Kenyan crowds waiting for coronavirus curfew to start,https://www.poynter.org/?ifcn_misinformation=photo-of-kenyan-crowds-waiting-for-coronavirus-curfew-to-start,AfricaCheck,
F,mostly Indian Telecom company Jio announced a free recharge worth Rs 498 for all Indian citizens during Coronavirus lockdown,https://www.poynter.org/?ifcn_misinformation=indian-telecom-company-jio-announced-a-free-recharge-worth-rs-498-for-all-indian-citizens-during-coronavirus-lockdown,India Today,
F,Video clip shows people keep leaving Phuket,https://www.poynter.org/?ifcn_misinformation=surin-provinces-governor-in-thailand-revealed-that-100000-people-are-infected,Sure And Share Center MCOT,
F,Mostly Dr. Usman Riyaz from Delhi died of Coronavirus,https://www.poynter.org/?ifcn_misinformation=dr-usman-riyaz-from-delhi-died-of-coronavirus,India Today,
F,"Video shows Italian people do a islamic prayer in streets, asking God to alleviate COVID19 epidemic",https://www.poynter.org/?ifcn_misinformation=video-shows-italian-people-do-a-islamic-prayer-in-streets-asking-god-to-alleviate-covid19-epidemic,Fatabyyano,
F,Houses should be heated above 23º celsius because the new coronavirus can only “spread at low temperatures”,https://www.poynter.org/?ifcn_misinformation=houses-should-be-heated-above-23o-celsius-because-the-new-coronavirus-can-only-spread-at-low-temperatures,Observador,
F,Car insurance won’t cover damage to your vehicle during the quarantine,https://www.poynter.org/?ifcn_misinformation=car-insurance-wont-cover-damage-to-your-vehicle-during-the-quarantine,Chequeado,
F,Newborn Babies Call Boiled Eggs Can Treat Corona,https://www.poynter.org/?ifcn_misinformation=newborn-babies-call-boiled-eggs-can-treat-corona,TEMPO,
F,A video claiming to be of Canadian Prime Minister Justin Trudeau’s wife Sophie Grégoire Trudeau who is infected with Coronavirus,https://www.poynter.org/?ifcn_misinformation=a-video-claiming-to-be-of-canadian-prime-minister-justin-trudeaus-wife-sophie-gregoire-trudeau-who-is-infected-with-coronavirus,FactCrescendo,
F,"Indian Government Has Issued A Guideline To Monitor Citizens Activity, their call and social media handles will be under surveillance",https://www.poynter.org/?ifcn_misinformation=indian-government-has-issued-a-guideline-to-monitor-citizens-activity-their-call-and-social-media-handles-will-be-under-surveillance,Newschecker,
F,Prince Charles tested positive for COVID-19 after meeting Bollywood singer Kanika Kapoor,https://www.poynter.org/?ifcn_misinformation=prince-charles-tested-positive-for-covid-19-after-meeting-bollywood-singer-kanika-kapoor,Newschecker,
F,A councilor for Podemos in the Canary Islands tweeted that there are “useless elderly dead” that “are left over on the street”,https://www.poynter.org/?ifcn_misinformation=a-councilor-for-podemos-in-the-canary-islands-tweeted-that-there-are-useless-elderly-dead-that-are-left-over-on-the-street,Newtral.es,
F,Puerta de Hierro hospital in Madrid uses a whole floor for the president’s family,https://www.poynter.org/?ifcn_misinformation=puerta-de-hierro-hospital-in-madrid-uses-a-whole-floor-for-the-presidents-family,Newtral.es,
F,There is no space in the hospitals in Italy because of which people are crowding outside,https://www.poynter.org/?ifcn_misinformation=there-is-no-space-in-the-hospitals-in-italy-because-of-which-people-are-crowding-outside,The Quint,
F,"First death from coronavirus in Barranquilla, Columbia",https://www.poynter.org/?ifcn_misinformation=first-death-from-coronavirus-in-barranquilla-columbia,La Silla Vacía,
F,An audio that says that MMS or sodium chlorite cures the coronavirus in 24 hours,https://www.poynter.org/?ifcn_misinformation=an-audio-that-says-that-mms-or-sodium-chlorite-cures-the-coronavirus-in-24-hours,Maldita.es,
F,Video post claiming that inhaling traditional appetizer salt with limestone can cure COVID-19 infection,https://www.poynter.org/?ifcn_misinformation=video-post-claiming-that-inhaling-traditional-appetizer-salt-with-limestone-can-cure-covid-19-infection,FactCrescendo,
F,Viral WhatsApp audio message claims President Buhari and his Chief of Staff flew out of the country for coronavirus treatment,https://www.poynter.org/?ifcn_misinformation=viral-whatsapp-audio-message-claims-president-buhari-and-his-chief-of-staff-flew-out-of-the-country-for-coronavirus-treatment,Dubawa,
F,An Indian politician claimed that the strain of coronavirus in India is less virulent mutation,https://www.poynter.org/?ifcn_misinformation=an-indian-politician-claimed-that-the-strain-of-coronavirus-in-india-is-less-virulent-mutation,The Quint,
F,A vaccine for coronavirus has been found,https://www.poynter.org/?ifcn_misinformation=a-vaccine-for-coronavirus-has-been-found,La Silla Vacía,
F,An image poster stating Indian religious leader Mata Amritanandamayi has hidden foreigners in her hermitage and not allowed them to be tested,https://www.poynter.org/?ifcn_misinformation=an-image-poster-stating-indian-religious-leader-mata-amritanandamayi-has-hidden-foreigners-in-her-hermitage-and-not-allowed-them-to-be-tested,FactCrescendo,
F,Italian President said that Italy has surrendered to the Coronavirus,https://www.poynter.org/?ifcn_misinformation=italian-president-said-that-italy-has-surrendered-to-the-coronavirus,BOOM FactCheck,
F,Image of mother unable to feed her suckling as she battles COVID-19,https://www.poynter.org/?ifcn_misinformation=image-of-mother-unable-to-feed-her-suckling-as-she-battles-covid-19,FactCrescendo,
F,Images of the medical facility shared with the claim that the Indian Army set up a 1000-bed hospital in Rajasthan amidst Coronavirus Pandemic,https://www.poynter.org/?ifcn_misinformation=images-of-the-medical-facility-shared-with-the-claim-that-the-indian-army-set-up-a-1000-bed-hospital-in-rajasthan-amidst-coronavirus-pandemic,FactCrescendo,
F,"Image of COVID19 infected Indonesian doctor Hadio Ali watching his daughters from a distance as he bids them final goodbye, the image is said to be posted by his wife",https://www.poynter.org/?ifcn_misinformation=image-of-covid19-infected-indonesian-doctor-hadio-ali-watching-his-daughters-from-a-distance-as-he-bids-them-final-goodbye-the-image-is-said-to-be-posted-by-his-wife,FactCrescendo,
F,An audio clip is circulating on Whatsapp claiming that Nagpur (Second Capital of Indian state Maharashtra) has tested 59 positive coronavirus cases including 3 doctors,https://www.poynter.org/?ifcn_misinformation=an-audio-clip-is-circulating-on-whatsapp-claiming-that-nagpur-second-capital-of-indian-state-maharashtra-has-tested-59-positive-coronavirus-cases-including-3-doctors,FactCrescendo,
F,Are Decathlon’s snorkeling masks used in hospitals to help patients breathing,https://www.poynter.org/?ifcn_misinformation=are-decathlons-snorkeling-masks-used-in-hospitals-to-help-patients-breathing,franceinfo,
F,Why you should not take seriously this card on the efficacy of chloroquine,https://www.poynter.org/?ifcn_misinformation=why-you-should-not-take-seriously-this-card-on-the-efficacy-of-chloroquine,franceinfo,
F,"No, these photos of patients and medical beds on the street do not show the situation of Italian hospitals",https://www.poynter.org/?ifcn_misinformation=no-these-photos-of-patients-and-medical-beds-on-the-street-do-not-show-the-situation-of-italian-hospitals,franceinfo,
F,"No, Vladimir Putin did not drop lions in the streets to force the Russians to stay at home",https://www.poynter.org/?ifcn_misinformation=no-vladimir-putin-did-not-drop-lions-in-the-streets-to-force-the-russians-to-stay-at-home,franceinfo,
F,"Photo posts claiming a person committing suicide by jumping from a building in Italy, Doctor couple in a Italian hospital few hours before their death and chaos in an Italian hospital amid COVID19",https://www.poynter.org/?ifcn_misinformation=photo-posts-claiming-a-person-committing-suicide-by-jumping-from-a-building-in-italy-doctor-couple-in-a-italian-hospital-few-hours-before-their-death-and-chaos-in-an-italian-hospital-amid-covid19,FactCrescendo,
F,"Reliance Jio, one of the biggest telecom networks in India is providing Internet for free during COVID-19",https://www.poynter.org/?ifcn_misinformation=reliance-jio-one-of-the-biggest-telecom-networks-in-india-is-providing-internet-for-free-during-covid-19,BOOM FactCheck,
F,A picture claiming that an Italian man committed suicide after his whole family succumbed to COVID-19,https://www.poynter.org/?ifcn_misinformation=a-picture-claiming-that-an-italian-man-committed-suicide-after-his-whole-family-succumbed-to-covid-19,BOOM FactCheck,
F,A message from the CHU in Mans (hospital in France) presenting alarmist arguments to encourage French people to stay home,https://www.poynter.org/?ifcn_misinformation=a-message-from-the-chu-in-mans-hospital-in-france-presenting-alarmist-arguments-to-encourage-french-people-to-stay-home,AFP,
F,An image with human body figurines in a bowl that claims China is serving human baby soup in its restaurants,https://www.poynter.org/?ifcn_misinformation=an-image-of-indian-home-minister-amit-shah-visiting-covid-19-patients,BOOM FactCheck,
F,Videos showing police detaining COVID-19 patients in India,https://www.poynter.org/?ifcn_misinformation=videos-showing-police-detaining-covid-19-patients-in-india,BOOM FactCheck,
F,Pictures of people stranded on hospital beds claimed to be Italy not coping with the pressure of COVID-19 cases and that India should learn from Italy’s mistakes and not step out of the house in the 21 days lockdown,https://www.poynter.org/?ifcn_misinformation=pictures-of-people-stranded-on-hospital-beds-claimed-to-be-italy-not-coping-with-the-pressure-of-covid-19-cases-and-that-india-should-learn-from-italys-mistakes-and-not-step-out-of-the-house-in-the-2,BOOM FactCheck,
F,"A post with a photo claiming that an Italian mother, suffering from COVID-19, hugs her baby",https://www.poynter.org/?ifcn_misinformation=a-post-with-a-photo-claiming-that-an-italian-mother-suffering-from-covid-19-hugs-her-baby,FactCrescendo,
F,The WHO has decreed the “suspension of any and all medical activities”,https://www.poynter.org/?ifcn_misinformation=the-who-has-decreed-the-suspension-of-any-and-all-medical-activities,Newtral.es,
F,"A herd of deer shared as them flocking out in Tamil Nadu, India due to the lockdown of the Coronavirus",https://www.poynter.org/?ifcn_misinformation=a-herd-of-deer-shared-as-them-flocking-out-in-tamil-nadu-india-due-to-the-lockdown-of-the-coronavirus,BOOM FactCheck,
F,The outbreak was discussed in the German Bundestag back to 2012,https://www.poynter.org/?ifcn_misinformation=the-outbreak-was-discussed-in-the-german-bundestag-back-to-2012,Teyit,
F,Portuguese government has spent much more than the acceptable price for ventilators,https://www.poynter.org/?ifcn_misinformation=portuguese-government-has-spent-much-more-than-the-acceptable-price-for-ventilators,Poligrafo,
F,Putin sent lions into streets to discourage people from going out,https://www.poynter.org/?ifcn_misinformation=putin-sent-lions-into-streets-to-discourage-people-from-going-out,Teyit,
F,This chart shows the current cases in Turkey,https://www.poynter.org/?ifcn_misinformation=this-chart-shows-the-current-cases-in-turkey,Teyit,
F,"Augusto Heleno, Brazilian general, was cured from COVID-19 infection using chloroquine",https://www.poynter.org/?ifcn_misinformation=augusto-heleno-brazilian-general-was-cured-from-covid-19-infection-using-chloroquine,Agência Lupa,
F,"Dead bodies of coronavirus patients are being discarded now in mass graves in Italy, according to a 23-second video clip that has gone viral on social media",https://www.poynter.org/?ifcn_misinformation=dead-bodies-of-coronavirus-patients-are-being-discarded-now-in-mass-graves-in-italy-according-to-a-23-second-video-clip-that-has-gone-viral-on-social-media,Rappler,
F,"PARTLY The coronavirus did not reach the Chinese cities of Beijing and Shanghai, as well as Russia and North Korea",https://www.poynter.org/?ifcn_misinformation=the-coronavirus-did-not-reach-the-chinese-cities-of-beijing-and-shanghai-as-well-as-russia-and-north-korea,Rappler,
F,Supposed quote from the Argentinian president alerting that goverment aid was going to be removed from those who violeted the quarantine,https://www.poynter.org/?ifcn_misinformation=supposed-quote-from-the-argentinian-president-alerting-that-goverment-aid-was-going-to-be-removed-from-those-who-violeted-the-quarantine,Chequeado,
F,"An image has been shared hundreds of times in multiple posts on Facebook alongside a claim it shows a poster issued by activist group Extinction Rebellion that states “Corona is the cure, humans are the disease”",https://www.poynter.org/?ifcn_misinformation=an-image-has-been-shared-hundreds-of-times-in-multiple-posts-on-facebook-alongside-a-claim-it-shows-a-poster-issued-by-activist-group-extinction-rebellion-that-states-corona-is-the-cure-huma,AFP,
F,Video shows bodies on the streets saying that this is the current situation in Italy,https://www.poynter.org/?ifcn_misinformation=video-shows-bodies-on-the-streets-saying-that-this-is-the-current-situation-in-italy,Fatabyyano,
F,Putin enter a meeting with his ministries wearing the full yellow suit used by quarantine doctors to protect themselves against catching COVID19,https://www.poynter.org/?ifcn_misinformation=putin-enter-a-meeting-with-his-ministries-wearing-the-full-yellow-suit-used-by-quarantine-doctors-to-protect-themselves-against-catching-covid19,Fatabyyano,
F,"A 48 year-old man, unemployed due to the COVID-19 crisis, attempted suicide in São Paulo",https://www.poynter.org/?ifcn_misinformation=a-48-year-old-man-unemployed-due-to-the-covid-19-crisis-attempted-suicide-in-sao-paulo,Agência Lupa,
F,"In Sri Lanka, Sathosa Supermarket trucks bearing the image of former PM Mahinda Rajapaksa being used to distribute food during current COVID-19 curfew. And text condemning the act by mentioning how ethical is it to carry out such acts during this difficult times and gain political advantange",https://www.poynter.org/?ifcn_misinformation=in-sri-lanka-sathosa-supermarket-trucks-bearing-the-image-of-former-pm-mahinda-rajapaksa-being-used-to-distribute-food-during-current-covid19-curfew-and-text-condemning-the-act-by-mentioning-how-eth,FactCrescendo,
F,"France has canceled fees for electricity, gas, water and rent",https://www.poynter.org/?ifcn_misinformation=france-has-canceled-fees-for-electricity-gas-water-and-rent,Re:Check,
F,Prince Charles infected with coronavirus after meeting Indian singer Kanika Kapoor,https://www.poynter.org/?ifcn_misinformation=prince-charles-infected-with-coronavirus-after-meeting-indian-singer-kanika-kapoor,India Today,
F,There are 59 positive Coronavirus cases in Nagpur along with 3 doctors one of whom is on ventilator,https://www.poynter.org/?ifcn_misinformation=there-are-59-positive-coronavirus-cases-in-nagpur-along-with-3-doctors-one-of-whom-is-on-ventilator,India Today,
F,Numerous conspiracy theories shared on and off social media claim that 5G mobile networks are the cause of the novel coronavirus pandemic,https://www.poynter.org/?ifcn_misinformation=numerous-conspiracy-theories-shared-on-and-off-social-media-claim-that-5g-mobile-networks-are-the-cause-of-the-novel-coronavirus-pandemic,AFP,
F,"No The Ministry for Economic Development has summoned Italians to avoid sharing videos on Whatsapp, due to overcharging issues given by working from home during Covid-19 emergency",https://www.poynter.org/?ifcn_misinformation=the-ministry-for-economic-development-has-summoned-italians-to-avoid-sharing-videos-on-whatsapp-due-to-overcharging-issues-given-by-working-from-home-during-covid-19-emergency,Pagella Politica,
F,mostly North Korean president has ordered to shoot the first Coronavirus pateint in his country,https://www.poynter.org/?ifcn_misinformation=north-korean-president-has-ordered-to-shoot-the-first-coronavirus-pateint-in-his-country,India Today,
F,mostly The viral video claims mass graves are in Italy,https://www.poynter.org/?ifcn_misinformation=the-viral-video-claims-mass-graves-are-in-italy,India Today,
F,A treatment for COVID-19 to be manufactured in Uganda,https://www.poynter.org/?ifcn_misinformation=a-treatment-for-covid-19-to-be-manufactured-in-uganda,PesaCheck,
F,"Did an American die because he self-administered chloroquine ",https://www.poynter.org/?ifcn_misinformation=did-an-american-die-because-he-self-administered-chloroquine,franceinfo,
F,A publication claiming the city of San José in Costa Rica has created mass graves for COVID-19 victims,https://www.poynter.org/?ifcn_misinformation=a-publication-claiming-the-city-of-san-jose-in-costa-rica-has-created-mass-graves-for-covid-19-victims,La Nación,
F,You can get coronavirus from makeup and creams,https://www.poynter.org/?ifcn_misinformation=you-can-get-coronavirus-from-makeup-and-creams,Efecto Cocuyo,
F,Coronavirus remains on the asphalt for 9 days,https://www.poynter.org/?ifcn_misinformation=coronavirus-remains-on-the-asphalt-for-9-days,La Silla Vacía,
F,Nairobi Governor Mike Sonko has donated 58 million shillings for COVID-19 response,https://www.poynter.org/?ifcn_misinformation=nairobi-governor-mike-sonko-has-donated-58-million-shillings-for-covid-19-response,PesaCheck,
F,MOSTLY Countries that use nivaquine (chloroquine) against malaria are not affected by coronavirus,https://www.poynter.org/?ifcn_misinformation=countries-that-use-nivaquine-chloroquine-against-malaria-are-not-affected-by-coronavirus,AFP,
F,"A publication on Facebook assures that it is confirmed that “the [Spanish] President and the 3 Vice Presidents are ill with COVID-19 and assures that the King must close the Parliament, dissolve the Cortes and take political and military control of the country",https://www.poynter.org/?ifcn_misinformation=a-publication-on-facebook-assures-that-it-is-confirmed-that-the-spanish-president-and-the-3-vice-presidents-are-ill-with-covid-19-and-assures-that-the-king-must-close-the-parliament-dissolve-the-c,Maldita.es,
F,Cigarette smoke spreads coronavirus,https://www.poynter.org/?ifcn_misinformation=cigarette-smoke-spreads-coronavirus,La Silla Vacía,
F,Mosquitoes can spread the coronavirus,https://www.poynter.org/?ifcn_misinformation=mosquitoes-can-spread-the-coronavirus,franceinfo,
F,The internet can crash because of a lockdown,https://www.poynter.org/?ifcn_misinformation=the-internet-can-crash-because-of-a-lockdown,franceinfo,
F,"In France, the state pays 46 billions a year for its army, but only 1 billion for its inhabitants’ health",https://www.poynter.org/?ifcn_misinformation=in-france-the-state-pays-46-billions-a-year-for-its-army-but-only-1-billion-for-its-inhabitants-health,Les Décodeurs,
F,A video circulating on WhatsApp on a COVID-19 patient escaping from an hospital in Costa Rica,https://www.poynter.org/?ifcn_misinformation=a-video-circulating-on-whatsapp-on-a-covid-19-patient-escaping-from-an-hospital-in-costa-rica,La Nación,
F,A message in an image claims that drinking coffee can help to prevent the new coronavirus,https://www.poynter.org/?ifcn_misinformation=a-message-in-an-image-claims-that-drinking-coffee-can-help-to-prevent-the-new-coronavirus,Observador,
F,WhatsApp chain from workers of Argentina´s most important lab that is testing for coronavirus. They advised not to leave the house because the next 2 weeks were the infection peak,https://www.poynter.org/?ifcn_misinformation=whatsapp-chain-from-workers-of-argentinas-most-important-lab-that-is-testing-for-coronavirus-they-advised-not-to-leave-the-house-because-the-next-2-weeks-were-the-infection-peak,Chequeado,
F,"A Pakistani doctor, Dr Osama Riaz’s last message for you (while taking his last breath)",https://www.poynter.org/?ifcn_misinformation=a-pakistani-doctor-dr-osama-riazs-last-message-for-you-while-taking-his-last-breath,BOOM FactCheck,
F,Indian Army has built 1000 Bed quarantine facility for COVID-19,https://www.poynter.org/?ifcn_misinformation=indian-army-has-built-1000-bed-quarantine-facility-for-covid-19,BOOM FactCheck,
F,Streaming apps Netflix and Amazon Prime give free subscriptions during COVID-19 outbreak in India,https://www.poynter.org/?ifcn_misinformation=streaming-apps-netflix-and-amazon-prime-give-free-subscriptions-during-covid-19-outbreak-in-india,BOOM FactCheck,
F,Indian Government snooping messages over social media and all social media platforms wll be monitored for COVID-19 messages,https://www.poynter.org/?ifcn_misinformation=indian-government-snooping-messages-over-social-media-and-all-social-media-platforms-wll-be-monitored-for-covid-19-messages,BOOM FactCheck,
F,"After dealing with 134 patients, an Italien doctor couple took off their masks and stared at each other from the bottom of their hearts. Both of them died later",https://www.poynter.org/?ifcn_misinformation=after-dealing-with-134-patients-an-italien-doctor-couple-took-off-their-masks-and-stared-at-each-other-from-the-bottom-of-their-hearts-both-of-them-died-later,Taiwan FactCheck Center,
